,id,name,author,title,description,url,urlToImage,publishedAt,content
0,,The Intercept,Felipe Sabrina,Omissão do governo tirou R$ 117 milhões de multas ambientais dos cofres do Mato Grosso,"Levantamento inédito revela que lentidão do governo garante impunidade a 40% dos infratores ambientais no estado que mais produz soja no país.
The post Omissão do governo tirou R$ 117 milhões de multas ambientais dos cofres do Mato Grosso appeared first on Th…",https://theintercept.com/2022/06/13/mato-grosso-tirou-117-milhoes-multas-ambientais/,https://theintercept.com/wp-uploads/sites/1/2022/06/GettyImages-1236448289-redes.jpg,2022-06-13T05:22:35Z,"“S“Se você desmatar ilegalmente, vai pagar caro, porque a gente vigia e combate bem de perto”, diz o locutor do comercial de 30 segundos veiculado na TV aberta do Mato Grosso. É uma peça publicitária… [+23773 chars]"
1,,Publico.pt,publico@publico.pt,"Já trabalharam para a indústria dos combustíveis fosséis. Agora, recusam ser cúmplices","Trabalhavam para empresas que servem a indústria dos combustíveis fósseis, muitas vezes ajudando a ofuscar crimes climáticos ou lançar comunicações agressivas de <i>greenwashing</i>. Até que decidiram que não podiam mais ignorar a crise climática e despediram…",https://www.publico.pt/2022/06/01/azul/noticia/ja-trabalharam-industria-combustiveis-fosseis-recusam-cumplices-2008490,https://imagens.publico.pt/imagens.aspx/1701869?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-01T13:59:18Z,"Há mais de um século, as empresas de combustíveis fósseis quase não precisavam de ajuda para manter uma boa imagem. Comboios movidos a carvão, centrais de energia a petróleo, casas aquecidas a gás er… [+10301 chars]"
2,,Publico.pt,publico@publico.pt,"Crise climática afecta tanto a saúde física como mental, diz OMS","Organização Mundial da Saúde apresenta, na Conferência Estocolmo+50, um documento que propõe aos governos cinco abordagens para minimizar os impactes do clima no bem-estar psicológico das populações.",https://www.publico.pt/2022/06/03/azul/noticia/crise-climatica-afecta-tanto-saude-fisica-mental-oms-2008746,https://imagens.publico.pt/imagens.aspx/1702497?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-03T09:20:24Z,"Começa a haver cada vez mais dados científicos sobre como a crise climática está a afectar a saúde mental humana, refere uma nota prática da Organização Mundial da Saúde (OMS), apresentada esta sexta… [+6176 chars]"
3,,Publico.pt,publico@publico.pt,"“A educação das raparigas é uma solução climática”, diz Malala Yousafzai, numa acção com Greta Thunberg e Vanessa Nakate","A activista climática ugandesa Vanessa Nakate, a vencedora do Prémio Nobel da Paz Malala Yousafzai e a activista sueca Greta Thunberg juntaram-se esta sexta-feira em frente ao parlamento sueco, durante o protesto “Sextas-Feiras para o Futuro”, em Estocolmo, n…",https://www.publico.pt/2022/06/11/azul/noticia/educacao-raparigas-solucao-climatica-malala-yousafzai-accao-greta-thunberg-vanessa-nakate-2009711,https://imagens.publico.pt/imagens.aspx/1705063?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-11T11:42:42Z,"A luta contra as alterações climáticas é também uma luta pelo direito à educação das raparigas, milhões das quais perdem o acesso às escolas devido a eventos relacionados com o clima, disse Malala Yo… [+3130 chars]"
4,,Publico.pt,publico@publico.pt,E os prémios do Covering Climate Now para o melhor jornalismo sobre a crise climática foram para...,"“A questão mais urgente que a humanidade enfrenta é a de saber se vai acabar com a emergência climática antes que esta acabe connosco”, disse Mark Hertsgaard, o director executivo do projecto Covering Climate Now que junta jornalistas de todo o mundo. Vera Mo…",https://www.publico.pt/2022/06/16/azul/noticia/projecto-covering-climate-now-premeia-jornalismo-crise-climatica-2010245,https://imagens.publico.pt/imagens.aspx/1706230?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-16T09:40:55Z,"Jornalistas da brasileira Globo estão entre os premiados pela associação de meios de vários países, designada Covering Climate Now, focada na cobertura da emergência climática e das suas soluções, an… [+1690 chars]"
5,,Publico.pt,publico@publico.pt,Energia: um futuro partilhado em comunidade,"Por muito fantasiosas que estas ideias possam parecer, existem já casos de sucesso que devem ser conhecidos e analisados.",https://www.publico.pt/2022/06/02/opiniao/opiniao/energia-futuro-partilhado-comunidade-2008604,https://imagens.publico.pt/imagens.aspx/1702095?tp=UH&db=IMAGENS&type=PNG&share=1&o=BarraFacebook_Publico.png,2022-06-01T23:17:00Z,"Se a iminente crise climática já impelia a transformações radicais no que diz respeito ao consumo de energia, o atual contexto desencadeado pela invasão russa da Ucrânia introduz novos níveis de comp… [+459 chars]"
6,,Publico.pt,publico@publico.pt,Margaret Atwood: “As gerações mais novas nasceram numa época em que estava tudo bem”,"A escritora e empresária canadiana foi uma das oradoras a abrir o palco da Collision, o evento irmão da Web Summit, em Toronto. Ouviram-se ideias de mulheres para usar a tecnologia para criar um mundo melhor.",https://www.publico.pt/2022/06/21/tecnologia/noticia/margaret-atwood-geracoes-novas-nasceram-epoca-bem-2010757,https://imagens.publico.pt/imagens.aspx/1707544?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-21T16:33:12Z,"Não é difícil que as gerações mais novas no Ocidente se sintam desesperadas porque nasceram numa era em que as coisas eram melhores. E em 2022, o mundo está a recuperar de uma pandemia, a guerra volt… [+351 chars]"
7,,Publico.pt,publico@publico.pt,Angela Merkel é a nova presidente do Prémio Gulbenkian para a Humanidade,"Depois de 16 anos como líder política da Alemanha e de um distanciamento público nos primeiros meses de 2022, Angela Merkel aceita o primeiro cargo depois da saída da chancelaria alemã.",https://www.publico.pt/2022/06/30/azul/noticia/angela-merkel-nova-presidente-premio-gulbenkian-humanidade-2012038,https://imagens.publico.pt/imagens.aspx/1711123?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-30T16:27:50Z,Angela Merkel vai assumir a presidência do júri do Prémio Gulbenkian para a Humanidade. É o primeiro cargo aceite pela antiga chanceler alemã desde que cessou funções em Dezembro do ano passado. Ange… [+1719 chars]
8,,Publico.pt,publico@publico.pt,Decisão do Supremo dos Estados Unidos dificulta combate às emissões de CO2,A Casa Branca considerou a decisão “devastadora” e o Presidente Joe Biden prometeu que “não hesitará” em utilizar os poderes que lhe foram conferidos para “proteger a saúde pública e combater a crise das alterações climáticas”.,https://www.publico.pt/2022/06/30/mundo/noticia/decisao-supremo-estados-unidos-dificulta-combate-emissoes-co2-2012063,https://imagens.publico.pt/imagens.aspx/1711209?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-30T21:42:24Z,"O Supremo Tribunal norte-americano limitou esta quinta-feira a acção da Agência de Protecção Ambiental (EPA, na sigla inglesa) na regulação das emissões de dióxido de carbono das centrais eléctricas,… [+3045 chars]"
9,,Publico.pt,publico@publico.pt,Guterres diz que nova aposta em combustíveis fósseis é “ilusória”,"Desde a invasão da Ucrânia pela Rússia, alguns países passaram a investir em novas prospecções de petróleo e gás para reforçar os suprimentos de energia.",https://www.publico.pt/2022/06/14/azul/noticia/guterres-nova-aposta-combustiveis-fosseis-ilusoria-2009947,https://imagens.publico.pt/imagens.aspx/1705607?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-14T12:54:20Z,"Os países ricos fizeram uma caça perigosa aos combustíveis fósseis em resposta à guerra na Ucrânia, disse o secretário-geral das Nações Unidas, António Guterres, nesta terça-feira. Guterres avisou qu… [+2482 chars]"
10,,Publico.pt,publico@publico.pt,"Turismo sustentável, vida de emigrante e o momento ideal","Sem trabalho e no meio de quarentenas infinitas, Patrícia Ahmad decidiu começar o blogue e a sua página de Instagram onde partilha conselhos de sustentabilidade e histórias de viagem.",https://www.publico.pt/2022/06/13/fugas/noticia/turismo-sustentavel-vida-emigrante-momento-ideal-2009783,https://imagens.publico.pt/imagens.aspx/1705255?tp=UH&db=IMAGENS&type=PNG&share=1&o=BarraFacebook_Fugas.png,2022-06-13T07:58:01Z,"Quase a chegar ao fim desta terceira temporada do Ready. Gap. Go!, trago como convidada a Patrícia Ahmad, que nos vem falar sobre sustentabilidade e trazer um pouquinho de consciencialização para est… [+2817 chars]"
11,,Publico.pt,publico@publico.pt,Uma “avaliação rápida” para as ilhas pequenas saberem como evitar o desastre climático,"Esta quarta-feira, falou-se na Conferência dos Oceanos do projecto CORVI, um índice que avalia a vulnerabilidade de cidades costeiras a riscos climáticos. Da avaliação, resulta um acompanhamento focado em reduzir esses riscos.",https://www.publico.pt/2022/06/30/azul/noticia/avaliacao-rapida-ilhas-saberem-evitar-desastre-climatico-2012000,https://imagens.publico.pt/imagens.aspx/1711020?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-30T15:49:51Z,"Num dos eventos paralelos do terceiro dia da Conferência dos Oceanos, o foco voltou a recair sobre os pequenos Estados insulares em desenvolvimento (SIDS, na sigla em inglês), que, estando entre os q… [+7077 chars]"
12,,Publico.pt,publico@publico.pt,O desafio está lançado: alimentar a Grande Lisboa sem destruir o planeta,"Área Metropolitana de Lisboa fez um compromisso com 29 entidades para seguirem um caminho de transição alimentar, num território que tem uma “forte dependência” de abastecimento externo. Até 2030, 15% dos alimentos devem ser produzidos de forma sustentável.",https://www.publico.pt/2022/06/07/local/noticia/desafio-lancado-alimentar-lisboa-destruir-planeta-2009278,https://imagens.publico.pt/imagens.aspx/1703768?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-07T19:08:31Z,Numa altura em que é urgente reduzir a emissão de gases com efeito de estufa e em que a invasão russa à Ucrânia tem mostrado a necessidade de colmatar a dependência externa de alimentos e matérias-pr… [+4493 chars]
13,,Publico.pt,publico@publico.pt,Meta para protegermos 30% do oceano ganha aliados,"República Dominicana e Uruguai associaram-se esta manhã à meta “30x30”, que visa proteger, a nível mundial, 30% dos ecossistemas marinhos (e, também, 30% dos ecossistemas terrestres) até 2030. Anúncio foi feito em Lisboa, no primeiro dia da Conferência dos Oc…",https://www.publico.pt/2022/06/27/azul/noticia/meta-protegermos-30-oceano-ganha-aliados-2011578,https://imagens.publico.pt/imagens.aspx/1710047?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-27T18:00:27Z,"A República Dominicana e o Uruguai anunciaram esta manhã que pretendem chegar a 2030 tendo convertido 30% das suas águas em áreas marinhas protegidas. No caso do país sul-americano, a ambição é que d… [+4495 chars]"
14,,Publico.pt,publico@publico.pt,Jornalista e perito em indígenas desaparecem na Amazónia após ameaças,Os exploradores desapareceram no domingo no trajecto entre a comunidade de São Rafael e de Atalaia do Norte. Dias antes terão sido ameaçados. O Ministério Público Federal brasileiro activa buscas.,https://www.publico.pt/2022/06/06/mundo/noticia/jornalista-perito-indigenas-desaparecem-amazonia-apos-ameacas-2009152,https://imagens.publico.pt/imagens.aspx/1703485?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-06T19:22:48Z,"Dom Philips, um jornalista britânico, e Bruno Araújo Pereira, especialista em temas indígenas e responsável por proteger as tribos não contactadas do país, desapareceram este fim-de-semana, durante u… [+3483 chars]"
15,,Publico.pt,publico@publico.pt,Ana Carvalho é a nova presidente do Volt Portugal,"Nova responsável é engenheira, tem 26 anos e trabalha na área das energias renováveis. Ana Carvalho juntou-se ao partido há quatro anos.",https://www.publico.pt/2022/06/26/politica/noticia/ana-carvalho-nova-presidente-volt-portugal-2011475,https://imagens.publico.pt/imagens.aspx/1709743?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-26T22:43:46Z,"A engenheira Ana Carvalho foi eleita presidente da direcção do Volt Portugal e Duarte Costa vice-presidente, no congresso que decorreu em Setúbal, mas ambos pretendem gerir o partido como co-presiden… [+3547 chars]"
16,,Publico.pt,publico@publico.pt,"Planos para mineração do mar profundo são “aterradores”, alerta WWF","Há países que já manifestaram um grande interesse em pesquisar o fundo do mar à procura de metais raros, outros, como os EUA, dizem estar sobretudo “atentos”. Muitos especialistas e investigadores avisam que não sabemos o que pode acontecer se agitarmos o chã…",https://www.publico.pt/2022/06/29/azul/noticia/planos-mineracao-mar-profundo-sao-aterradores-alerta-wwf-2011781,https://imagens.publico.pt/imagens.aspx/1710478?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-29T09:30:17Z,"O director geral do World Wildlife Fund (WWF), Marco Lambertini, defende que o potencial impacto potencial da exploração mineira no mar profundo pode ser aterrador e apelou a uma regulamentação rigor… [+3577 chars]"
17,,Publico.pt,publico@publico.pt,Críticos questionam os benefícios climáticos da mineração dos fundos marinhos profundos,"Um número crescente de biólogos marinhos, conservacionistas dos oceanos, reguladores governamentais e empresas conscientes do ambiente estão a soar o alarme sobre uma variedade de preocupações ambientais, de segurança alimentar, financeiras e de biodiversidad…",https://www.publico.pt/2022/06/29/azul/noticia/criticos-questionam-beneficios-climaticos-mineracao-fundos-marinhos-profundos-2011367,https://imagens.publico.pt/imagens.aspx/1710480?tp=UH&db=IMAGENS&type=JFIF&share=1&o=BarraFacebook_Azul.png,2022-06-29T09:44:59Z,"Por Marta Montojo e Ian Urbina
Poucas pessoas já ouviram falar do minúsculo país de Nauru. E ainda menos pessoas alguma vez pensaram no que acontece no fundo dos oceanos do mundo. Mas isso pode muda… [+16265 chars]"
