,id,name,author,title,description,url,urlToImage,publishedAt,content
0,,Publico.pt,publico@publico.pt,Guerra na Ucrânia já matou 243 crianças e feriu outras 446,"Parlamento ucraniano diz que número de crianças que morreram deverá ser muito maior uma vez que ainda decorrem investigações para tentar confirmar mortes em territórios ocupados e áreas com combate activo. Cerca de 5,2 milhões de crianças ucranianas precisam …",https://www.publico.pt/2022/06/01/mundo/noticia/guerra-ucrania-ja-matou-243-criancas-feriu-446-2008458,https://imagens.publico.pt/imagens.aspx/1701808?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-01T07:26:07Z,"Ao minuto
Parlamento ucraniano diz que número de crianças que morreram deverá ser muito maior uma vez que ainda decorrem investigações para tentar confirmar mortes em territórios ocupados e áreas co… [+121 chars]"
1,,Publico.pt,publico@publico.pt,Russos exportam cereais da Ucrânia quando a ONU diz que 16 milhões de ucranianos precisam de ajuda humanitária,"Moscovo reconhece a retirada dos cereais da Ucrânia, mas diz que pagará depois aos agricultores. Kiev fala em “roubo” e “saque ilegal dos seus recursos”.",https://www.publico.pt/2022/06/30/mundo/noticia/russos-exportam-cereais-ucrania-onu-16-milhoes-ucranianos-precisam-ajuda-humanitaria-2012029,https://imagens.publico.pt/imagens.aspx/1711176?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-30T18:50:54Z,"Ao criar um novo grupo de discussão, tornar-se-à administrador e será responsável pela moderação desse grupo. Os jornalistas do PÚBLICO poderão sempre intervir.
Saiba mais sobre o Fórum Público.
Ao… [+105 chars]"
2,,Publico.pt,publico@publico.pt,Vítimas acusam casal em Portugal de enganar benfeitores em vários países,"Um casal que vive em Portugal aproveitou a crise humanitária da Ucrânia para burlar dinheiro a doadores através de iniciativas falsas para apoio de distribuição de bens, de adopção de animais e de retirada de refugiados.",https://www.publico.pt/2022/06/01/mundo/noticia/ucrania-vitimas-acusam-casal-portugal-enganar-benfeitores-varios-paises-2008511,https://imagens.publico.pt/imagens.aspx/1701889?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-01T11:57:33Z,"As autoridades portuguesas estão a investigar um casal que vive em Portugal e que pede donativos para ajudar pessoas e animais na Ucrânia, depois de denúncias de burla, algumas das quais a Lusa teve … [+6549 chars]"
3,,Publico.pt,publico@publico.pt,Kiev pressiona Israel a vender o sistema antimísseis Iron Dome,O sistema de defesa antimísseis Iron Dome foi criado para interceptar e destruir <i>rockets</i> de curto alcance disparados contra Israel.,https://www.publico.pt/2022/06/07/mundo/noticia/kiev-pressiona-israel-vender-sistema-defesa-antimisseis-2009268,https://imagens.publico.pt/imagens.aspx/1703738?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-07T17:30:29Z,"O embaixador da Ucrânia em Israel, Yevgen Korniychuk, pediu esta terça-feira ao Governo israelita que venda o seu sistema de interceptação de foguetes militares (rockets) Iron Dome e mísseis antitanq… [+1295 chars]"
4,,Publico.pt,publico@publico.pt,Amnistia Internacional acusa Rússia de crimes de guerra em Kharkiv,A Amnistia adianta que foram recolhidos vestígios de bombas de fragmentação e minas terrestres proibidas pelas convenções internacionais. Os ataques indiscriminados a edifícios residenciais e a civis sustentam a acusação.,https://www.publico.pt/2022/06/13/mundo/noticia/amnistia-internacional-acusa-russia-crimes-guerra-kharkiv-2009834,https://imagens.publico.pt/imagens.aspx/1705366?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-13T09:15:50Z,"A Amnistia Internacional acusou a Rússia de praticar crimes de guerra em Kharkiv (Carcóvia), no Leste da Ucrânia. Segundo a organização não-governamental (ONG), as tropas russas utilizaram armamento … [+1989 chars]"
5,,Publico.pt,publico@publico.pt,Chuvas das monções causam mortes e isolam milhões de pessoas no Baglandesh,Há milhões de pessoas cercadas pelas águas e já foram registadas 19 mortes. Os relâmpagos mataram pelo menos 15 pessoas em oito distritos do Bangladesh desde sexta-feira.,https://www.publico.pt/2022/06/18/azul/noticia/chuvas-moncoes-causam-mortes-isolam-milhoes-pessoas-baglandesh-2010485,https://imagens.publico.pt/imagens.aspx/1706860?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-18T11:25:04Z,"As chuvas das monções causaram inundações generalizadas no nordeste do Bangladesh e na Índia, isolando quase 6 milhões de pessoas e matando pelo menos 19 pessoas no Bangladesh, disseram as autoridade… [+3017 chars]"
6,,Publico.pt,publico@publico.pt,Não finjam que não sabem,"Neste momento, na Etiópia, país de onde vêm todos os nossos antepassados, pois aqui nasceu a humanidade, estamos perante a maior crise alimentar das últimas décadas. Temos mesmo que pôr este assunto nas nossas cabeças. Podiam ser os nossos filhos.",https://www.publico.pt/2022/06/13/impar/cronica/nao-finjam-nao-sabem-2009869,https://imagens.publico.pt/imagens.aspx/1705409?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Impar.png,2022-06-13T14:17:00Z,"Gostava de vos convidar a vir comigo. É uma viagem bonita, é uma viagem ao coração da humanidade, e não é longe, é logo ali ao virar da esquina. Tenho a certeza de que já foram mais longe, mesmo que … [+5066 chars]"
7,,Publico.pt,publico@publico.pt,G7 canaliza cerca de 5000 milhões de euros para combater “insegurança alimentar”,"A “insegurança alimentar” em crescimento pela impossibilidade de exportação de cereais da Ucrânia, um dos temas mais debatidos na cimeira do G7, vai tentar ser combatida com um investimento avultado e negociações com a Rússia.",https://www.publico.pt/2022/06/28/mundo/noticia/g7-canaliza-cerca-5000-milhoes-euros-combater-inseguranca-alimentar-2011684,https://imagens.publico.pt/imagens.aspx/1710384?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-28T17:49:27Z,"A guerra na Ucrânia e os preços crescentes da alimentação e da energia dominaram o encontro do G7, que teve lugar no hotel Schloss Elmau nos Alpes da Baviera, na Alemanha e os líderes das sete democr… [+2824 chars]"
8,,BBC News,https://www.facebook.com/bbcnews,Qual é o plano histórico de rearmamento da Alemanha (o maior desde a Segunda Guerra Mundial)?,"Depois de mudar as regras para a exportação de armas, Berlim vai destinar 2% do PIB do país à defesa",https://www.bbc.com/portuguese/internacional-61669507,https://ichef.bbci.co.uk/news/1024/branded_portuguese/47B0/production/_101025381_gettyimages-861203236.jpg,2022-06-05T17:19:42Z,"<ul><li>Cristina J. Orgaz</li><li>BBC News Mundo</li></ul>
Crédito, Getty Images
Legenda da foto, Soldado do exército alemão
Zeitenwende significa ""ponto de virada"". Essa é a palavra que explica a… [+6050 chars]"
9,,Abril.com.br,"Ricardo Rangel, rprangel2004@gmail.com (Ricardo Rangel)",Lula dá mais um tapa na cara dos democratas,"Nada prejudica mais a África do que guerra de Putin, mas o petista prefere não enxergar",https://veja.abril.com.br/coluna/ricardo-rangel/lula-da-mais-um-tapa-na-cara-dos-democratas/,https://veja.abril.com.br/wp-content/uploads/2022/06/Lula-0.jpg?quality=70&strip=info&w=680&h=453&crop=1,2022-06-03T21:31:14Z,"Lula criticou Joe Biden por dar bilhões de dólares para a Ucrânia se defender da invasão russa se dependesse da vontade do petista, Putin já teria conquistado Kiev e assassinado Zelenksy.
Lula també… [+1064 chars]"
10,,BBC News,https://www.facebook.com/bbcnews,Terremoto no Afeganistão deixa centenas de mortos: o que se sabe até agora,Terremotos geralmente causam bastante estragos e mortes no Afeganistão porque muitas áreas rurais do país são repletas de residências em situação precária.,https://www.bbc.com/portuguese/internacional-61896695,https://ichef.bbci.co.uk/news/1024/branded_portuguese/2087/production/_125572380_mediaitem125572379.jpg,2022-06-22T11:22:30Z,"<ul><li>Frances Mao e Matthew Davis</li><li>BBC News</li></ul>
Crédito, Governo do Afeganistão 
Legenda da foto, Equipes de resgate transportam feridos em helicópteros na província de Paktika
Um f… [+3362 chars]"
11,,Www.jn.pt,JN/Agências,"Escultura de Jeff Koons angaria cerca de 11,7 milhões de euros para Ucrânia","A escultura Balloon Monkey (Magenta), do norte-americano Jeff Koons, foi vendida pela Christie's por mais de 10 milhões de libras, dinheiro que será aplicado em ajuda humanitária na Ucrânia, anunciou a leiloeira com sede em Londres.",https://www.jn.pt/artes/escultura-de-jeff-koons-angaria-cerca-de-117-milhoes-de-euros-para-ucrania-14976678.html,https://static.globalnoticias.pt/jn/image.jpg?brand=JN&type=generate&guid=05756b8e-fde2-4cfb-911f-6869b2869449&w=800&h=420&watermark=true&t=20220629100500,2022-06-29T09:26:33Z,"A escultura Balloon Monkey (Magenta), do norte-americano Jeff Koons, foi vendida pela Christie's por mais de 10 milhões de libras, dinheiro que será aplicado em ajuda humanitária na Ucrânia, anunciou… [+746 chars]"
12,,Www.jn.pt,JN/Agências,Número de mortos do terramoto no Afeganistão sobe para 1150,"O balanço do número de mortos causados pelo sismo no Afeganistão subiu para 1150, de acordo com as autoridades que apontam também para um número elevado de feridos.",https://www.jn.pt/mundo/numero-de-mortos-do-terramoto-no-afeganistao-sobe-para-1150-14964965.html,https://static.globalnoticias.pt/jn/image.jpg?brand=JN&type=generate&guid=bf711491-a7a2-4b6d-be72-bdaf7803ade8&w=800&h=420&watermark=true&t=20220624094700,2022-06-24T08:53:55Z,"O balanço do número de mortos causados pelo sismo no Afeganistão subiu para 1150, de acordo com as autoridades que apontam também para um número elevado de feridos.
O abalo de quarta-feira ocorreu n… [+4075 chars]"
13,,Www.jn.pt,JN/Agências,"Forças russas controlam ""grande parte"" de Severodonetsk","A cidade de Severodonetsk, no Donbass (leste da Ucrânia), onde tem decorrido nos últimos dias uma dura batalha entre as forças russas e ucranianas, está ""em grande parte"" sob controlo de Moscovo, anunciou, esta quarta-feira, o governador da região de Lugansk.",https://www.jn.pt/mundo/forcas-russas-controlam-grande-parte-de-severodonetsk-14927484.html,https://static.globalnoticias.pt/jn/image.jpg?brand=JN&type=generate&guid=aa63af71-39bd-4f57-bc1e-72d64b5d157e&w=800&h=420&watermark=true&t=20220608193500,2022-06-08T18:54:59Z,"A cidade de Severodonetsk, no Donbass (leste da Ucrânia), onde tem decorrido nos últimos dias uma dura batalha entre as forças russas e ucranianas, está ""em grande parte"" sob controlo de Moscovo, anu… [+1754 chars]"
14,,Www.jn.pt,JN/Agências,Refugiados acusam casal em Portugal de enganar benfeitores,"As autoridades portuguesas estão a investigar um casal que vive em Portugal e que pede donativos para ajudar pessoas e animais na Ucrânia, depois de denúncias de burla, algumas das quais a Lusa teve acesso.",https://www.jn.pt/justica/refugiados-acusam-casal-em-portugal-de-enganar-benfeitores--14906824.html,https://static.globalnoticias.pt/jn/image.jpg?brand=JN&type=generate&guid=988a9acc-d251-4978-95dc-26d66c962fbd&w=800&h=420&watermark=true&t=20220601122400,2022-06-01T11:39:09Z,"As autoridades portuguesas estão a investigar um casal que vive em Portugal e que pede donativos para ajudar pessoas e animais na Ucrânia, depois de denúncias de burla, algumas das quais a Lusa teve … [+6600 chars]"
15,,Terra.com.br,BBC News Brasil,Terremoto no Afeganistão deixa centenas de mortos: o que se sabe até agora,Terremotos geralmente causam bastante estragos e mortes no Afeganistão porque muitas áreas rurais do país são repletas de residências em situação precária.,"https://www.terra.com.br/noticias/mundo/terremoto-no-afeganistao-deixa-centenas-de-mortos-o-que-se-sabe-ate-agora,5b00445355f373b389368c90d39f37196kd6rcpq.html",https://p2.trrsf.com/image/fget/cf/1200/630/middle/images.terra.com/2022/06/22/1625078091-125577393ab47168e-39e3-4e89-a9e9-6320b824ffb1.png,2022-06-22T11:28:50Z,"Um forte terremoto matou ao menos 920 pessoas e feriu outras 600 no Afeganistão, segundo informações do Talebã, grupo que comanda o país há quase um ano. 
Imagens e relatos indicam que deslizamentos… [+2896 chars]"
16,,Terra.com.br,Reuters,"Embaixada da Ucrânia diz que Rússia envia trigo ""roubado"" para Síria","A Rússia enviou à sua aliada Síria cerca de 100.000 toneladas de trigo roubado da Ucrânia desde que invadiu o país, disse a embaixada ucraniana em Beirute,...","https://www.terra.com.br/noticias/embaixada-da-ucrania-diz-que-russia-envia-trigo-roubado-para-siria,36b5e5a126d05c3505f8098b2a0af7e75jzvl37n.html",https://s1.trrsf.com/fe/zaz-mod-t360-icons/svg/logos/terra-16x9-borda.png,2022-06-02T11:54:12Z,"A Rússia enviou à sua aliada Síria cerca de 100.000 toneladas de trigo roubado da Ucrânia desde que invadiu o país, disse a embaixada ucraniana em Beirute, descrevendo os carregamentos como ""atividad… [+1997 chars]"
