,id,name,author,title,description,url,urlToImage,publishedAt,content
10,,Tecnoblog.net,Lucas Braga,"Oi tem lucro de R$ 1,78 bilhão e cresce na receita com fibra óptica","Oi divulga resultados financeiros do 1º trimestre de 2022; operadora teve queda na receita e diminuiu investimentos, mas encerra período fiscal no positivo
Oi tem lucro de R$ 1,78 bilhão e cresce na receita com fibra óptica",https://tecnoblog.net/noticias/2022/06/29/oi-tem-lucro-de-r-178-bilhao-e-cresce-na-receita-com-fibra-optica/,https://files.tecnoblog.net/wp-content/uploads/2022/04/oi-fibra-capa-tecnoblog-2-1060x596.png,2022-06-29T20:51:03Z,"Após dois adiamentos, a Oi finalmente divulgou o balanço para o 1º trimestre de 2022. A operadora registrou lucro líquido de R$ 1,98 bilhão após encerrar três períodos no negativo, mas reduziu signif… [+3854 chars]"
11,,Publico.pt,publico@publico.pt,Encontradas 46 pessoas mortas num camião no Texas,A polícia diz que se trata de migrantes que atravessaram ilegalmente a fronteira com o México e que foram vítimas de uma rede de tráfico de seres humanos. Morreram ao fim de horas num camião sem refrigeração com temperaturas próximas dos 40.ºC.,https://www.publico.pt/2022/06/28/mundo/noticia/encontradas-46-pessoas-mortas-camiao-texas-2011624,https://imagens.publico.pt/imagens.aspx/1710164?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-28T08:36:10Z,"Pelo menos 46 pessoas foram encontradas mortas num camião abandonado nos arredores de San Antonio, no Texas, na segunda-feira à noite. As autoridades locais disseram tratar-se de migrantes que podem … [+3238 chars]"
12,,Publico.pt,publico@publico.pt,Caça à rola-brava foi suspensa até 2024,"O declínio da espécie está expresso na acentuada regressão populacional que se verifica desde 1994, com uma diminuição média de 80% no número de indivíduos desde 2004.",https://www.publico.pt/2022/06/24/azul/noticia/caca-rolabrava-suspensa-ate-2024-2011232,https://imagens.publico.pt/imagens.aspx/1709003?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-24T09:16:53Z,"Depois da proibição transitória à caça à rola-brava (Streptopelia turtur) na época venatória de 2021-2022, o Instituto da Conservação da Natureza e das Florestas (ICNF) e o secretário de Estado da Co… [+3476 chars]"
13,,Publico.pt,publico@publico.pt,“Isto foi um crime”: nunca tantos tinham morrido de uma vez a tentar entrar em Melilla,"Com 37 mortos e centenas de feridos, diferentes associações exigem investigações à actuação das polícias marroquina e espanhola. Há relatos de imigrantes “atirados ao chão” e a “sangrar” ao sol durante horas.",https://www.publico.pt/2022/06/26/mundo/noticia/crime-tantos-morrido-tentar-entrar-melilla-2011461,https://imagens.publico.pt/imagens.aspx/1709691?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Publico.png,2022-06-26T18:08:15Z,"“Era tudo sangue, tudo sangue… sangue na cabeça, pele rasgada, pés partidos, mãos partidas”, contou, horrorizado, Tareq (nome fictício”) à jornalista do El País em Nador. “Os que não tinham morrido a… [+3585 chars]"
14,,Publico.pt,publico@publico.pt,"Planos para mineração do mar profundo são “aterradores”, alerta WWF","Há países que já manifestaram um grande interesse em pesquisar o fundo do mar à procura de metais raros, outros, como os EUA, dizem estar sobretudo “atentos”. Muitos especialistas e investigadores avisam que não sabemos o que pode acontecer se agitarmos o chã…",https://www.publico.pt/2022/06/29/azul/noticia/planos-mineracao-mar-profundo-sao-aterradores-alerta-wwf-2011781,https://imagens.publico.pt/imagens.aspx/1710478?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-29T09:30:17Z,"O director geral do World Wildlife Fund (WWF), Marco Lambertini, defende que o potencial impacto potencial da exploração mineira no mar profundo pode ser aterrador e apelou a uma regulamentação rigor… [+3577 chars]"
15,,Publico.pt,publico@publico.pt,Douro: para além do cartaz turístico e dos vinhos afamados,"Quase metade das massas de água superficiais da bacia do Douro está abaixo do bom estado ecológico, predominando a poluição por nutrientes e não tendo havido indicações de melhoria.",https://www.publico.pt/2022/06/10/azul/opiniao/douro-alem-cartaz-turistico-vinhos-afamados-2009652,https://imagens.publico.pt/imagens.aspx/1704846?tp=UH&db=IMAGENS&type=PNG&share=1&o=BarraFacebook_Azul.png,2022-06-10T14:27:25Z,"A bacia hidrográfica do Douro, com 19.000 quilómetros quadrados do lado português, está fragmentada por inúmeras barragens, das quais as mais importantes são no próprio rio Douro, que domaram o verti… [+5202 chars]"
16,,Publico.pt,publico@publico.pt,"Crise climática afecta tanto a saúde física como mental, diz OMS","Organização Mundial da Saúde apresenta, na Conferência Estocolmo+50, um documento que propõe aos governos cinco abordagens para minimizar os impactes do clima no bem-estar psicológico das populações.",https://www.publico.pt/2022/06/03/azul/noticia/crise-climatica-afecta-tanto-saude-fisica-mental-oms-2008746,https://imagens.publico.pt/imagens.aspx/1702497?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-03T09:20:24Z,"Começa a haver cada vez mais dados científicos sobre como a crise climática está a afectar a saúde mental humana, refere uma nota prática da Organização Mundial da Saúde (OMS), apresentada esta sexta… [+6176 chars]"
17,,Publico.pt,publico@publico.pt,Embalagens de plástico passam a ser cobradas nos restaurantes esta sexta-feira,"A partir desta sexta-feira, entra em vigor a contribuição para as embalagens plásticas descartáveis usadas na venda de refeições prontas. Ao preço de uma refeição para levar para casa, acresce agora um valor de 30 cêntimos por embalagem.",https://www.publico.pt/2022/06/30/azul/noticia/embalagens-plastico-passam-cobradas-restaurantes-sextafeira-2012025,https://imagens.publico.pt/imagens.aspx/1711069?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_Azul.png,2022-06-30T16:47:28Z,"Se for buscar o jantar ao restaurante take away da esquina e pedirem-lhe trinta cêntimos a mais, não fique espantado. A partir desta sexta-feira, entra em vigor a contribuição para as embalagens plás… [+4823 chars]"
18,,Jovemnerd.com.br,Vítor Heringer,Fique por dentro de tudo sobre a nova PS Plus,"Serviço reformulado da Sony já está disponível no Brasil
The post Fique por dentro de tudo sobre a nova PS Plus appeared first on Jovem Nerd.",https://jovemnerd.com.br/nerdbunker/fique-por-dentro-tudo-nova-ps-plus/,https://uploads.jovemnerd.com.br/wp-content/uploads/2022/06/nova_ps_plus__z6i0pe24n.jpg,2022-06-13T17:10:27Z,"A nova PS Plus, serviço de jogos reformulado da Sony, chegou nesta segunda-feira (13) ao Brasil e conta com três opções de assinaturas: Essential, Extra e Deluxe.
Para ajudar os jogadores a escolher… [+5225 chars]"
19,,Sapo.pt,Pedro Simões,Agora já todos conseguem migrar de forma simples do iPhone para o Android,O confronto entre o Android e o iOS tem muitos anos e tem levado muitos utilizadores a mudar de dispositivos. Estes mudam entre as propostas da Apple e dos muitos fabricantes que usam o...,https://pplware.sapo.pt/smartphones-tablets/android/agora-ja-todos-conseguem-migrar-de-forma-simples-do-iphone-para-o-android/,https://pplware.sapo.pt/wp-content/uploads/2022/06/Switch_to_Android_0.jpg,2022-06-30T08:00:31Z,O confronto entre o Android e o iOS tem muitos anos e tem levado muitos utilizadores a mudar de dispositivos. Estes mudam entre as propostas da Apple e dos muitos fabricantes que usam o sistema da Go… [+1754 chars]
20,,Sapo.pt,Pedro Simões,Ainda usa o Hangouts? Google vai começar a migrar os utilizadores que faltam para o Chat,"A Google tem o (mau) hábito de matar os seus serviços de forma drástica, sem dar nenhuma hipótese aos utilizadores de e manterem nestas soluções. Ainda mais caricato é que muitas vezes criam alternativas...",https://pplware.sapo.pt/internet/ainda-usa-o-hangouts-google-vai-comecar-a-migrar-os-utilizadores-que-faltam-para-o-chat/,https://pplware.sapo.pt/wp-content/uploads/2022/06/google_hangouts_chat_1.jpg,2022-06-28T00:30:45Z,"A Google tem o (mau) hábito de matar os seus serviços de forma drástica, sem dar nenhuma hipótese aos utilizadores de e manterem nestas soluções. Ainda mais caricato é que muitas vezes criam alternat… [+2063 chars]"
21,,Sapo.pt,Pedro Simões,WhatsApp já permite transferir as conversas de um smartphone Android para um iPhone,"Apesar de estar presente em muitas plataformas, o WhatsApp sempre teve um problema de utilização. É muito complicado alternar entre dispositivos, migrando de forma simples as conversas e todos os ficheiros associados. Se o...",https://pplware.sapo.pt/smartphones-tablets/whatsapp-tambem-ja-permite-transferir-as-conversas-de-um-smartphone-android-para-um-iphone/,https://pplware.sapo.pt/wp-content/uploads/2021/09/facebook_whatsapp_3.jpg,2022-06-14T15:50:45Z,"Apesar de estar presente em muitas plataformas, o WhatsApp sempre teve um problema de utilização. É muito complicado alternar entre dispositivos, migrando de forma simples as conversas e todos os fic… [+1871 chars]"
22,,Sapo.pt,Pedro Pinto,VPS vs Cloud Servers: Quais as diferenças e semelhanças?,"Sabe quais as diferenças existentes entre Cloud e VPS? Com o surgimento dos recursos de virtualização bem como das operações remotas, houve um considerável aumento de empresas, e até mesmo nas startups que optam...",https://pplware.sapo.pt/internet/vps-vs-cloud-servers-quais-as-diferencas-e-semelhancas/,https://pplware.sapo.pt/wp-content/uploads/2022/06/cloud_00.jpg,2022-06-20T10:45:36Z,"Sabe quais as diferenças existentes entre Cloud e VPS? Com o surgimento dos recursos de virtualização bem como das operações remotas, houve um considerável aumento de empresas, e até mesmo nas startu… [+6268 chars]"
23,,BBC News,https://www.facebook.com/bbcnews,As rotas de migração mais perigosas do mundo,"Morte de 46 migrantes dentro de caminhão em San Antonio, nos Estados Unidos, evidencia perigos aos quais migrantes estão sujeitos na busca por uma vida melhor.",https://www.bbc.com/portuguese/internacional-61979671,https://ichef.bbci.co.uk/news/1024/branded_portuguese/D92D/production/_125679555_boat2.jpg,2022-06-29T13:57:01Z,"Crédito, Getty Images
Legenda da foto, ONU estima que desde 2014 quase 50 mil migrantes morreram ou desapareceram tentando chegar a destinos como EUA ou União Europeia
Em questão de dias, ocorreram… [+6674 chars]"
24,,BBC News,https://www.facebook.com/bbcnews,Os 1400 anos do exílio que marca o início do islã,"A chamada hégira se refere à migração do profeta Maomé e seus seguidores da cidade de Meca para Medina, ambas na atual Arábia Saudita; para pesquisador, é 'o marco inicial da cultura e da civilização islâmica, o marco inicial da sociedade islâmica'.",https://www.bbc.com/portuguese/geral-61865238,https://ichef.bbci.co.uk/news/1024/branded_portuguese/51C7/production/_125553902_3.png,2022-06-21T08:42:48Z,"<ul><li>Edison Veiga</li><li>De Bled (Eslovênia) para a BBC News Brasil</li></ul>
Crédito, Domínio Público
Legenda da foto, Maomé, chamado de Alá pelos muçulmanos, promovia reformas tanto no judais… [+9204 chars]"
25,,BBC News,https://www.facebook.com/bbcnews,Como funciona o rigoroso sistema de pontos para imigrar para o Canadá,"Em 2021, brasileiros ocuparam sétima posição entre estrangeiros que mais receberam residência permanente deste país da América do Norte, respondendo por 2,9% do total de 405 mil.",https://www.bbc.com/portuguese/internacional-61939165,https://ichef.bbci.co.uk/news/1024/branded_portuguese/3CC1/production/_124935551_gettyimages-1054368998.jpg,2022-06-25T16:30:53Z,"<ul><li>Andrea Díaz Cardona</li><li>BBC News Mundo</li></ul>
Crédito, Getty Images
Legenda da foto, Canadá se caracteriza por ter uma política de migração regulamentada
Atualmente, cerca de 1 milh… [+13326 chars]"
26,,BBC News,https://www.facebook.com/bbcnews,Por que futuro da humanidade pode depender da África,"Projeções mostram que quase todas as regiões do mundo terão uma população menor até o final deste século. A grande exceção será o continente africano, fenômeno que terá um papel importantíssimo nos próximos anos.",https://www.bbc.com/portuguese/internacional-61753061,"https://ichef.bbci.co.uk/news/1024/branded_portuguese/11E30/production/_85446237_twobabygirls,thefirstchildrenconceivedthroughinvitrofertilizationinkenyaafp.jpg",2022-06-12T18:22:22Z,"Crédito, AFP
Legenda da foto, Estudos estimam que o crescimento populacional de parte da África será muito importante para o planeta no futuro
Acredita-se que nossa espécie, a Homo sapiens, tenha s… [+11357 chars]"
27,,BBC News,https://www.facebook.com/bbcnews,"Com recordes de desmatamento, Bolsonaro diz nos EUA que Brasil não precisa derrubar Amazônia por produção agropecuária","Durante discurso na 9ª Cúpula das Américas presidente brasileiro disse também que governo faz busca incansável por Dom Phillips e Bruno Pereira, desaparecidos no Vale do Javari.",https://www.bbc.com/portuguese/brasil-61765805,https://ichef.bbci.co.uk/news/1024/branded_portuguese/14933/production/_125357248_hi076644736.jpg,2022-06-10T22:03:57Z,"<ul><li>Mariana Sanches</li><li>Enviada especial da BBC News Brasil a Los Angeles</li></ul>
Crédito, EPA
Legenda da foto, Bolsonaro participu da Cúpula das Américas em Los Angeles
Apesar de seu go… [+6020 chars]"
28,,BBC News,https://www.facebook.com/bbcnews,A saga dos americanos negros impedidos de imigrar para o 'paraíso racial' do Brasil nos anos 1920,"Episódios de violência racial e linchamentos se espalhavam pelos EUA, e os Estados do Sul, que haviam perdido a Guerra Civil americana, passaram a implementar rígidas leis de segregação.",https://www.bbc.com/portuguese/internacional-61878982,https://ichef.bbci.co.uk/news/1024/branded_portuguese/1D93/production/_125617570_f76173e1-2262-4a28-849e-ce6283221dc0.jpg,2022-06-25T15:16:37Z,"<ul><li>Alessandra Corrêa</li><li>De Washington (EUA) para a BBC News Brasil</li></ul>
Crédito, Biblioteca do Congresso dos EUA
Legenda da foto, Alguns americanos negros planejavam deixar os EUA ru… [+12590 chars]"
29,,BBC News,https://www.facebook.com/bbcnews,O que Bolsonaro e Biden devem dizer no primeiro encontro entre os dois presidentes,"Amazônia, crise de escassez de alimentos, minérios e democracia devem ser parte da conversa que demorou um ano e meio para acontecer por histórico tenso entre os políticos.",https://www.bbc.com/portuguese/geral-61727690,https://ichef.bbci.co.uk/news/1024/branded_portuguese/43EF/production/_125319371_03af8704-9422-4c74-b0b2-300a54354928.jpg,2022-06-08T08:02:16Z,"<ul><li>Mariana Sanches</li><li>Enviada especial da BBC News Brasil a Los Angeles</li></ul>
Crédito, EPA e Reuters
Legenda da foto, Amazônia, crise de alimentos e democracia devem estar na pauta do… [+16122 chars]"
30,,Blogdoiphone.com,iLex,Migração dos dados do WhatsApp do Android para o iPhone será feito por um app da Apple,"Quem decide trocar seu celular Android por um lindo e belo iPhone encontra uma grande pedra no caminho: transferir todos os dados e conversas do WhatsApp para o novo aparelho. Mas isso está mudando, inclusive graças a uma ajudinha da Apple. O seu aplicativo p…",https://blogdoiphone.com/aplicativos/apple-facilita-migracao-whatsapp/,https://blogdoiphone.com/wp-content/uploads/2020/03/WhatsApp-1.jpg,2022-06-14T15:51:06Z,"Quem decide trocar seu celular Android por um lindo e belo iPhone encontra uma grande pedra no caminho: transferir todos os dados e conversas do WhatsApp para o novo aparelho.
Mas isso está mudando,… [+1804 chars]"
31,,Macmagazine.com.br,Eduardo Marques,WhatsApp libera migração do Android pro iPhone (ainda em beta),"Em abril de 2021, o WhatsApp comunicou que finalmente seria possível migrar chats do Android pro iPhone (e vice-versa). O problema é que isso demorou bastante para ser implementado, chegando apenas em agosto passado — e beneficiando primeiro usuários de Andro…",https://macmagazine.com.br/post/2022/06/14/whatsapp-libera-migracao-do-android-pro-iphone-ainda-em-beta/,https://macmagazine.com.br/wp-content/uploads/2022/06/14-migracao-whatsapp.jpeg,2022-06-14T13:59:28Z,"Em abril de 2021, o WhatsApp comunicou que finalmente seria possível migrar chats do Android pro iPhone (e vice-versa). O problema é que isso demorou bastante para ser implementado, chegando apenas e… [+1649 chars]"
32,,Macmagazine.com.br,Douglas Nascimento,"Em vídeos, Apple ensina a migrar do Windows pro Mac e mais",A Apple está constantemente atualizando seu canal brasileiro no YouTube com vídeos de suporte — os quais funcionam como espécies de tutoriais rápidos para ajudar usuários com dúvidas ou problemas recorrentes em seus dispositivos e/ou sistemas operacionais. Nu…,https://macmagazine.com.br/post/2022/06/15/em-videos-apple-ensina-a-migrar-do-windows-pro-mac-e-mais/,https://macmagazine.com.br/wp-content/uploads/2022/06/14-video-suporte-apple.jpg,2022-06-15T12:00:00Z,A Apple está constantemente atualizando seu canal brasileiro no YouTube com vídeos de suporte os quais funcionam como espécies de tutoriais rápidos para ajudar usuários com dúvidas ou problemas recor… [+1658 chars]
33,,Macmagazine.com.br,Priscila Klopper,Google Hangouts será desligado em novembro,"O Google anunciou seu próximo passo para migrar de vez o app Hangouts para o Google Chat. A migração dos apps de mensagens de texto já havia sido anunciada em fevereiro, quando a empresa afirmou que realizaria a transição aos poucos. Se anteriormente a compan…",https://macmagazine.com.br/post/2022/06/28/google-hangouts-sera-desligado-em-novembro/,https://macmagazine.com.br/wp-content/uploads/2022/06/27-Hangouts-Chat.jpg,2022-06-28T11:30:00Z,"O Googleanunciou seu próximo passo para migrar de vez o app Hangouts para o Google Chat. A migração dos apps de mensagens de texto já havia sido anunciada em fevereiro, quando a empresa afirmou que r… [+1711 chars]"
34,,Macmagazine.com.br,Bruno Cardoso,Mudar para o Android: Google expande app para mais aparelhos,"O Google liberou hoje uma atualização para o aplicativo Mudar para o Android, lançado em abril, que o torna compatível com qualquer aparelho equipado com o Android 12. Até então, a ferramenta criada para ajudar donos de iPhones a migrar para o sistema da giga…",https://macmagazine.com.br/post/2022/06/29/mudar-para-o-android-google-expande-app-para-mais-aparelhos/,https://macmagazine.com.br/wp-content/uploads/2022/06/29-mudar-para-o-android.png,2022-06-29T21:03:17Z,"O Google liberou hoje uma atualização para o aplicativo Mudar para o Android, lançado em abril, que o torna compatível com qualquer aparelho equipado com o Android 12. Até então, a ferramenta criada … [+1394 chars]"
35,,Macmagazine.com.br,Bruno Cardoso,Claris atualiza FileMaker com suporte ao Texto Ao Vivo e mais,"A Claris, subsidiária da Apple, lançou na última semana a mais nova versão de sua plataforma dedicada ao desenvolvimento de softwares personalizados para empresas e usuários: o FileMaker 19.5. Além das tradicionais melhorias de desempenho e segurança, a atual…",https://macmagazine.com.br/post/2022/06/20/claris-atualiza-filemaker-com-suporte-ao-texto-ao-vivo-e-mais/,https://macmagazine.com.br/wp-content/uploads/2020/05/20-filemaker-19.png,2022-06-20T19:13:29Z,"A Claris, subsidiária da Apple, lançou na última semana a mais nova versão de sua plataforma dedicada ao desenvolvimento de softwares personalizados para empresas e usuários: o FileMaker 19.5. Além d… [+1930 chars]"
36,,Abril.com.br,Paula Felix,Estudo mostra como o vírus da Covid-19 manipula células para se replicar,"Pesquisa abre caminho para novos estudos sobre interação entre o novo  coronavírus e molécula, facilitando o desenvolvimento de tratamentos",https://veja.abril.com.br/saude/estudo-mostra-como-o-virus-da-covid-19-manipula-celulas-para-se-replicar/,https://veja.abril.com.br/wp-content/uploads/2022/06/Proteina-PCNA.jpg?quality=70&strip=info&w=395&h=308&crop=1,2022-06-24T15:23:38Z,"Em estudo publicado na revista Frontiers in Cellular and Infection Microbiology, um grupo de pesquisadores da Universidade Estadual de Campinas (Unicamp) e da Universidade de São Paulo (USP) descreve… [+4148 chars]"
37,,Abril.com.br,José Casado,"Lula idolatra Lula, e não mostra o seu projeto para o país","Para se afirmar, deslegitima os outros, e reluta em mostrar seu plano para ""garantir o fim da fome, o fim da miséria e o pleno emprego""",https://veja.abril.com.br/coluna/jose-casado/lula-idolatra-lula-e-nao-mostra-o-seu-projeto-para-o-pais/,https://veja.abril.com.br/wp-content/uploads/2022/06/31052022-lanamento-do-livro-querido-lula-no-tuca_52114923665_o.jpg?quality=70&strip=info&w=680&h=453&crop=1,2022-06-02T11:00:20Z,"Lula é personagem difícil de ser rotulado, enquadrado numa moldura.
Esquerdista? Talvez. Populista? É possível. Sobrevivente, com certeza da migração do agreste pernambucano para São Paulo; do sindi… [+2043 chars]"
38,,Abril.com.br,João Pedroso de Campos,Governo suspende extradição de mafioso ‘rei da cocaína de Milão’,"Em ofício ao STF, Ministério da Justiça disse ter sido notificado pela Polícia Federal de que há um mandado de prisão contra Rocco Morabito em SP",https://veja.abril.com.br/coluna/maquiavel/governo-suspende-extradicao-de-mafioso-rei-da-cocaina-de-milao/,https://veja.abril.com.br/wp-content/uploads/2021/05/Rocco-Morabito-2.jpg?quality=70&strip=info&w=680&h=453&crop=1,2022-06-29T19:40:38Z,"O Ministério da Justiça e Segurança Pública informou ao Supremo Tribunal Federal (STF) nesta terça-feira, 28, ter suspendido a extradição do mafioso italiano Rocco Morabito, apontado pela Interpol co… [+2958 chars]"
39,,BBC News,https://www.facebook.com/bbcnews,A Ucrânia de Clarice Lispector: como nascimento e migração ilustram capítulo sombrio do povo ucraniano,"De origem judaica, quase toda a família Lispector chegou ao Brasil fugindo das perseguições contra judeus no início do século 20.",https://www.bbc.com/portuguese/internacional-61489568,https://ichef.bbci.co.uk/news/1024/branded_portuguese/505A/production/_124807502_f69b775e-2f4b-49d4-8239-82716a17803e.jpg,2022-06-05T18:39:06Z,"<ul><li>Lais Modelli </li><li>De São Paulo para a BBC News Brasil</li></ul>
Crédito, EDITORA ROCCO/DIVULGAÇÃO
A pequena Haia Pinkhasovna Lispector tinha um ano e três meses quando desembarcou no po… [+9591 chars]"
